"""LOCATION""",INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
CZE,PISAREAD,TOT,MEANSCORE,A,2003,489
CZE,PISAREAD,TOT,MEANSCORE,A,2006,483
CZE,PISAREAD,TOT,MEANSCORE,A,2009,478
CZE,PISAREAD,TOT,MEANSCORE,A,2012,493
CZE,PISAREAD,TOT,MEANSCORE,A,2015,487
DNK,PISAREAD,TOT,MEANSCORE,A,2000,497
DNK,PISAREAD,TOT,MEANSCORE,A,2003,492
DNK,PISAREAD,TOT,MEANSCORE,A,2006,494
DNK,PISAREAD,TOT,MEANSCORE,A,2009,495
DNK,PISAREAD,TOT,MEANSCORE,A,2012,496
DNK,PISAREAD,TOT,MEANSCORE,A,2015,500
FIN,PISAREAD,TOT,MEANSCORE,A,2000,546
FIN,PISAREAD,TOT,MEANSCORE,A,2003,543
FIN,PISAREAD,TOT,MEANSCORE,A,2006,547
FIN,PISAREAD,TOT,MEANSCORE,A,2009,536
FIN,PISAREAD,TOT,MEANSCORE,A,2012,524
FIN,PISAREAD,TOT,MEANSCORE,A,2015,526
FRA,PISAREAD,TOT,MEANSCORE,A,2000,505
FRA,PISAREAD,TOT,MEANSCORE,A,2003,496
FRA,PISAREAD,TOT,MEANSCORE,A,2006,488
FRA,PISAREAD,TOT,MEANSCORE,A,2009,496
FRA,PISAREAD,TOT,MEANSCORE,A,2012,505
FRA,PISAREAD,TOT,MEANSCORE,A,2015,499
DEU,PISAREAD,TOT,MEANSCORE,A,2000,484
DEU,PISAREAD,TOT,MEANSCORE,A,2003,491
DEU,PISAREAD,TOT,MEANSCORE,A,2006,495
DEU,PISAREAD,TOT,MEANSCORE,A,2009,497
DEU,PISAREAD,TOT,MEANSCORE,A,2012,508
DEU,PISAREAD,TOT,MEANSCORE,A,2015,509
GRC,PISAREAD,TOT,MEANSCORE,A,2000,474
GRC,PISAREAD,TOT,MEANSCORE,A,2003,472
GRC,PISAREAD,TOT,MEANSCORE,A,2006,460
GRC,PISAREAD,TOT,MEANSCORE,A,2009,483
GRC,PISAREAD,TOT,MEANSCORE,A,2012,477
GRC,PISAREAD,TOT,MEANSCORE,A,2015,467
HUN,PISAREAD,TOT,MEANSCORE,A,2000,480
HUN,PISAREAD,TOT,MEANSCORE,A,2003,482
HUN,PISAREAD,TOT,MEANSCORE,A,2006,482
HUN,PISAREAD,TOT,MEANSCORE,A,2009,494
HUN,PISAREAD,TOT,MEANSCORE,A,2012,488
HUN,PISAREAD,TOT,MEANSCORE,A,2015,470
ISL,PISAREAD,TOT,MEANSCORE,A,2000,507
ISL,PISAREAD,TOT,MEANSCORE,A,2003,492
ISL,PISAREAD,TOT,MEANSCORE,A,2006,484
ISL,PISAREAD,TOT,MEANSCORE,A,2009,500
ISL,PISAREAD,TOT,MEANSCORE,A,2012,483
ISL,PISAREAD,TOT,MEANSCORE,A,2015,482
IRL,PISAREAD,TOT,MEANSCORE,A,2000,527
IRL,PISAREAD,TOT,MEANSCORE,A,2003,515
IRL,PISAREAD,TOT,MEANSCORE,A,2006,517
IRL,PISAREAD,TOT,MEANSCORE,A,2009,496
IRL,PISAREAD,TOT,MEANSCORE,A,2012,523
IRL,PISAREAD,TOT,MEANSCORE,A,2015,521
ITA,PISAREAD,TOT,MEANSCORE,A,2000,487
ITA,PISAREAD,TOT,MEANSCORE,A,2003,476
ITA,PISAREAD,TOT,MEANSCORE,A,2006,469
ITA,PISAREAD,TOT,MEANSCORE,A,2009,486
ITA,PISAREAD,TOT,MEANSCORE,A,2012,490
ITA,PISAREAD,TOT,MEANSCORE,A,2015,485
JPN,PISAREAD,TOT,MEANSCORE,A,2000,522
JPN,PISAREAD,TOT,MEANSCORE,A,2003,498
JPN,PISAREAD,TOT,MEANSCORE,A,2006,498
JPN,PISAREAD,TOT,MEANSCORE,A,2009,520
JPN,PISAREAD,TOT,MEANSCORE,A,2012,538
JPN,PISAREAD,TOT,MEANSCORE,A,2015,516
KOR,PISAREAD,TOT,MEANSCORE,A,2000,525
KOR,PISAREAD,TOT,MEANSCORE,A,2003,534
KOR,PISAREAD,TOT,MEANSCORE,A,2006,556
KOR,PISAREAD,TOT,MEANSCORE,A,2009,539
KOR,PISAREAD,TOT,MEANSCORE,A,2012,536
KOR,PISAREAD,TOT,MEANSCORE,A,2015,517
LUX,PISAREAD,TOT,MEANSCORE,A,2003,479
LUX,PISAREAD,TOT,MEANSCORE,A,2006,479
LUX,PISAREAD,TOT,MEANSCORE,A,2009,472
LUX,PISAREAD,TOT,MEANSCORE,A,2012,488
LUX,PISAREAD,TOT,MEANSCORE,A,2015,481
MEX,PISAREAD,TOT,MEANSCORE,A,2000,422
MEX,PISAREAD,TOT,MEANSCORE,A,2003,400
MEX,PISAREAD,TOT,MEANSCORE,A,2006,410
MEX,PISAREAD,TOT,MEANSCORE,A,2009,425
MEX,PISAREAD,TOT,MEANSCORE,A,2012,424
MEX,PISAREAD,TOT,MEANSCORE,A,2015,423
NLD,PISAREAD,TOT,MEANSCORE,A,2003,513
NLD,PISAREAD,TOT,MEANSCORE,A,2006,507
NLD,PISAREAD,TOT,MEANSCORE,A,2009,508
NLD,PISAREAD,TOT,MEANSCORE,A,2012,511
NLD,PISAREAD,TOT,MEANSCORE,A,2015,503
NZL,PISAREAD,TOT,MEANSCORE,A,2000,529
NZL,PISAREAD,TOT,MEANSCORE,A,2003,522
NZL,PISAREAD,TOT,MEANSCORE,A,2006,521
NZL,PISAREAD,TOT,MEANSCORE,A,2009,521
NZL,PISAREAD,TOT,MEANSCORE,A,2012,512
NZL,PISAREAD,TOT,MEANSCORE,A,2015,509
NOR,PISAREAD,TOT,MEANSCORE,A,2000,505
NOR,PISAREAD,TOT,MEANSCORE,A,2003,500
NOR,PISAREAD,TOT,MEANSCORE,A,2006,484
NOR,PISAREAD,TOT,MEANSCORE,A,2009,503
NOR,PISAREAD,TOT,MEANSCORE,A,2012,504
NOR,PISAREAD,TOT,MEANSCORE,A,2015,513
POL,PISAREAD,TOT,MEANSCORE,A,2000,479
POL,PISAREAD,TOT,MEANSCORE,A,2003,497
POL,PISAREAD,TOT,MEANSCORE,A,2006,508
POL,PISAREAD,TOT,MEANSCORE,A,2009,500
POL,PISAREAD,TOT,MEANSCORE,A,2012,518
POL,PISAREAD,TOT,MEANSCORE,A,2015,506
PRT,PISAREAD,TOT,MEANSCORE,A,2000,470
PRT,PISAREAD,TOT,MEANSCORE,A,2003,478
PRT,PISAREAD,TOT,MEANSCORE,A,2006,472
PRT,PISAREAD,TOT,MEANSCORE,A,2009,489
PRT,PISAREAD,TOT,MEANSCORE,A,2012,488
PRT,PISAREAD,TOT,MEANSCORE,A,2015,498
SVK,PISAREAD,TOT,MEANSCORE,A,2003,469
SVK,PISAREAD,TOT,MEANSCORE,A,2006,466
SVK,PISAREAD,TOT,MEANSCORE,A,2009,477
SVK,PISAREAD,TOT,MEANSCORE,A,2012,463
SVK,PISAREAD,TOT,MEANSCORE,A,2015,453
ESP,PISAREAD,TOT,MEANSCORE,A,2000,493
ESP,PISAREAD,TOT,MEANSCORE,A,2003,481
ESP,PISAREAD,TOT,MEANSCORE,A,2006,461
ESP,PISAREAD,TOT,MEANSCORE,A,2009,481
ESP,PISAREAD,TOT,MEANSCORE,A,2012,488
ESP,PISAREAD,TOT,MEANSCORE,A,2015,496
SWE,PISAREAD,TOT,MEANSCORE,A,2000,516
SWE,PISAREAD,TOT,MEANSCORE,A,2003,514
SWE,PISAREAD,TOT,MEANSCORE,A,2006,507
SWE,PISAREAD,TOT,MEANSCORE,A,2009,497
SWE,PISAREAD,TOT,MEANSCORE,A,2012,483
SWE,PISAREAD,TOT,MEANSCORE,A,2015,500
CHE,PISAREAD,TOT,MEANSCORE,A,2000,494
CHE,PISAREAD,TOT,MEANSCORE,A,2003,499
CHE,PISAREAD,TOT,MEANSCORE,A,2006,499
CHE,PISAREAD,TOT,MEANSCORE,A,2009,501
CHE,PISAREAD,TOT,MEANSCORE,A,2012,509
CHE,PISAREAD,TOT,MEANSCORE,A,2015,492
TUR,PISAREAD,TOT,MEANSCORE,A,2003,441
TUR,PISAREAD,TOT,MEANSCORE,A,2006,447
TUR,PISAREAD,TOT,MEANSCORE,A,2009,464
TUR,PISAREAD,TOT,MEANSCORE,A,2012,475
TUR,PISAREAD,TOT,MEANSCORE,A,2015,428
GBR,PISAREAD,TOT,MEANSCORE,A,2006,495
GBR,PISAREAD,TOT,MEANSCORE,A,2009,494
GBR,PISAREAD,TOT,MEANSCORE,A,2012,499
GBR,PISAREAD,TOT,MEANSCORE,A,2015,498
USA,PISAREAD,TOT,MEANSCORE,A,2000,504
USA,PISAREAD,TOT,MEANSCORE,A,2003,495
USA,PISAREAD,TOT,MEANSCORE,A,2009,500
USA,PISAREAD,TOT,MEANSCORE,A,2012,498
USA,PISAREAD,TOT,MEANSCORE,A,2015,497
BRA,PISAREAD,TOT,MEANSCORE,A,2000,396
BRA,PISAREAD,TOT,MEANSCORE,A,2003,403
BRA,PISAREAD,TOT,MEANSCORE,A,2006,393
BRA,PISAREAD,TOT,MEANSCORE,A,2009,412
BRA,PISAREAD,TOT,MEANSCORE,A,2012,407
BRA,PISAREAD,TOT,MEANSCORE,A,2015,407
CHL,PISAREAD,TOT,MEANSCORE,A,2000,410
CHL,PISAREAD,TOT,MEANSCORE,A,2006,442
CHL,PISAREAD,TOT,MEANSCORE,A,2009,449
CHL,PISAREAD,TOT,MEANSCORE,A,2012,441
CHL,PISAREAD,TOT,MEANSCORE,A,2015,459
EST,PISAREAD,TOT,MEANSCORE,A,2006,501
EST,PISAREAD,TOT,MEANSCORE,A,2009,501
EST,PISAREAD,TOT,MEANSCORE,A,2012,516
EST,PISAREAD,TOT,MEANSCORE,A,2015,519
IDN,PISAREAD,TOT,MEANSCORE,A,2000,371
IDN,PISAREAD,TOT,MEANSCORE,A,2003,382
IDN,PISAREAD,TOT,MEANSCORE,A,2006,393
IDN,PISAREAD,TOT,MEANSCORE,A,2009,402
IDN,PISAREAD,TOT,MEANSCORE,A,2012,396
IDN,PISAREAD,TOT,MEANSCORE,A,2015,397
ISR,PISAREAD,TOT,MEANSCORE,A,2000,452
ISR,PISAREAD,TOT,MEANSCORE,A,2006,439
ISR,PISAREAD,TOT,MEANSCORE,A,2009,474
ISR,PISAREAD,TOT,MEANSCORE,A,2012,486
ISR,PISAREAD,TOT,MEANSCORE,A,2015,479
LVA,PISAREAD,TOT,MEANSCORE,A,2000,458
LVA,PISAREAD,TOT,MEANSCORE,A,2003,491
LVA,PISAREAD,TOT,MEANSCORE,A,2006,479
LVA,PISAREAD,TOT,MEANSCORE,A,2009,484
LVA,PISAREAD,TOT,MEANSCORE,A,2012,489
LVA,PISAREAD,TOT,MEANSCORE,A,2015,488
RUS,PISAREAD,TOT,MEANSCORE,A,2000,462
RUS,PISAREAD,TOT,MEANSCORE,A,2003,442
RUS,PISAREAD,TOT,MEANSCORE,A,2006,440
RUS,PISAREAD,TOT,MEANSCORE,A,2009,459
RUS,PISAREAD,TOT,MEANSCORE,A,2012,475
RUS,PISAREAD,TOT,MEANSCORE,A,2015,495
SGP,PISAREAD,BOY,MEANSCORE,A,2015,525
SGP,PISAREAD,GIRL,MEANSCORE,A,2015,546
SVN,PISAREAD,TOT,MEANSCORE,A,2006,494
SVN,PISAREAD,TOT,MEANSCORE,A,2009,483
SVN,PISAREAD,TOT,MEANSCORE,A,2012,481
SVN,PISAREAD,TOT,MEANSCORE,A,2015,505
OAVG,PISAREAD,TOT,MEANSCORE,A,2012,496
OAVG,PISAREAD,TOT,MEANSCORE,A,2015,493
COL,PISAREAD,TOT,MEANSCORE,A,2015,425
COL,PISAREAD,BOY,MEANSCORE,A,2015,417
COL,PISAREAD,GIRL,MEANSCORE,A,2015,432
HKG,PISAREAD,TOT,MEANSCORE,A,2015,527
HKG,PISAREAD,BOY,MEANSCORE,A,2015,513
HKG,PISAREAD,GIRL,MEANSCORE,A,2015,541
PER,PISAREAD,TOT,MEANSCORE,A,2015,398
PER,PISAREAD,BOY,MEANSCORE,A,2015,394
PER,PISAREAD,GIRL,MEANSCORE,A,2015,401
SGP,PISAREAD,TOT,MEANSCORE,A,2015,535
TWN,PISAREAD,TOT,MEANSCORE,A,2015,497
TWN,PISAREAD,BOY,MEANSCORE,A,2015,485
TWN,PISAREAD,GIRL,MEANSCORE,A,2015,510
MAC,PISAREAD,TOT,MEANSCORE,A,2015,509
MAC,PISAREAD,BOY,MEANSCORE,A,2015,493
MAC,PISAREAD,GIRL,MEANSCORE,A,2015,525
AUS,PISAMATH,BOY,MEANSCORE,A,2003,527
AUS,PISAMATH,BOY,MEANSCORE,A,2006,527
AUS,PISAMATH,BOY,MEANSCORE,A,2009,519
AUS,PISAMATH,BOY,MEANSCORE,A,2012,510.115
AUS,PISAMATH,BOY,MEANSCORE,A,2015,497
AUS,PISAMATH,GIRL,MEANSCORE,A,2003,522
AUS,PISAMATH,GIRL,MEANSCORE,A,2006,513
AUS,PISAMATH,GIRL,MEANSCORE,A,2009,509
AUS,PISAMATH,GIRL,MEANSCORE,A,2012,497.821
AUS,PISAMATH,GIRL,MEANSCORE,A,2015,491
AUT,PISAMATH,BOY,MEANSCORE,A,2003,509
AUT,PISAMATH,BOY,MEANSCORE,A,2006,517
AUT,PISAMATH,BOY,MEANSCORE,A,2012,516.682
AUT,PISAMATH,BOY,MEANSCORE,A,2015,510
AUT,PISAMATH,GIRL,MEANSCORE,A,2003,502
AUT,PISAMATH,GIRL,MEANSCORE,A,2006,494
AUT,PISAMATH,GIRL,MEANSCORE,A,2012,494.462
AUT,PISAMATH,GIRL,MEANSCORE,A,2015,483
BEL,PISAMATH,BOY,MEANSCORE,A,2003,533
BEL,PISAMATH,BOY,MEANSCORE,A,2006,524
BEL,PISAMATH,BOY,MEANSCORE,A,2009,526
BEL,PISAMATH,BOY,MEANSCORE,A,2012,520.081
BEL,PISAMATH,BOY,MEANSCORE,A,2015,514
BEL,PISAMATH,GIRL,MEANSCORE,A,2003,525
BEL,PISAMATH,GIRL,MEANSCORE,A,2006,517
BEL,PISAMATH,GIRL,MEANSCORE,A,2009,504
BEL,PISAMATH,GIRL,MEANSCORE,A,2012,508.935
BEL,PISAMATH,GIRL,MEANSCORE,A,2015,500
CAN,PISAMATH,BOY,MEANSCORE,A,2003,541
CAN,PISAMATH,BOY,MEANSCORE,A,2006,534
CAN,PISAMATH,BOY,MEANSCORE,A,2009,533
CAN,PISAMATH,BOY,MEANSCORE,A,2012,523.154
CAN,PISAMATH,BOY,MEANSCORE,A,2015,520
CAN,PISAMATH,GIRL,MEANSCORE,A,2003,530
CAN,PISAMATH,GIRL,MEANSCORE,A,2006,520
CAN,PISAMATH,GIRL,MEANSCORE,A,2009,521
CAN,PISAMATH,GIRL,MEANSCORE,A,2012,513.022
CAN,PISAMATH,GIRL,MEANSCORE,A,2015,511
CZE,PISAMATH,BOY,MEANSCORE,A,2003,524
CZE,PISAMATH,BOY,MEANSCORE,A,2006,514
CZE,PISAMATH,BOY,MEANSCORE,A,2009,495
CZE,PISAMATH,BOY,MEANSCORE,A,2012,504.71
CZE,PISAMATH,BOY,MEANSCORE,A,2015,496
CZE,PISAMATH,GIRL,MEANSCORE,A,2003,509
CZE,PISAMATH,GIRL,MEANSCORE,A,2006,504
CZE,PISAMATH,GIRL,MEANSCORE,A,2009,490
CZE,PISAMATH,GIRL,MEANSCORE,A,2012,492.903
CZE,PISAMATH,GIRL,MEANSCORE,A,2015,489
DNK,PISAMATH,BOY,MEANSCORE,A,2003,523
DNK,PISAMATH,BOY,MEANSCORE,A,2006,518
DNK,PISAMATH,BOY,MEANSCORE,A,2009,511
DNK,PISAMATH,BOY,MEANSCORE,A,2012,506.953
DNK,PISAMATH,BOY,MEANSCORE,A,2015,516
DNK,PISAMATH,GIRL,MEANSCORE,A,2003,506
DNK,PISAMATH,GIRL,MEANSCORE,A,2006,508
DNK,PISAMATH,GIRL,MEANSCORE,A,2009,495
DNK,PISAMATH,GIRL,MEANSCORE,A,2012,493.029
DNK,PISAMATH,GIRL,MEANSCORE,A,2015,506
FIN,PISAMATH,BOY,MEANSCORE,A,2003,548
FIN,PISAMATH,BOY,MEANSCORE,A,2006,554
FIN,PISAMATH,BOY,MEANSCORE,A,2009,542
FIN,PISAMATH,BOY,MEANSCORE,A,2012,517.391
FIN,PISAMATH,BOY,MEANSCORE,A,2015,507
FIN,PISAMATH,GIRL,MEANSCORE,A,2003,541
FIN,PISAMATH,GIRL,MEANSCORE,A,2006,543
FIN,PISAMATH,GIRL,MEANSCORE,A,2009,539
FIN,PISAMATH,GIRL,MEANSCORE,A,2012,520.185
FIN,PISAMATH,GIRL,MEANSCORE,A,2015,515
FRA,PISAMATH,BOY,MEANSCORE,A,2003,515
FRA,PISAMATH,BOY,MEANSCORE,A,2006,499
FRA,PISAMATH,BOY,MEANSCORE,A,2009,505
FRA,PISAMATH,BOY,MEANSCORE,A,2012,499.355
FRA,PISAMATH,BOY,MEANSCORE,A,2015,496
FRA,PISAMATH,GIRL,MEANSCORE,A,2003,507
FRA,PISAMATH,GIRL,MEANSCORE,A,2006,492
FRA,PISAMATH,GIRL,MEANSCORE,A,2009,489
FRA,PISAMATH,GIRL,MEANSCORE,A,2012,490.853
FRA,PISAMATH,GIRL,MEANSCORE,A,2015,490
DEU,PISAMATH,BOY,MEANSCORE,A,2003,508
DEU,PISAMATH,BOY,MEANSCORE,A,2006,513
DEU,PISAMATH,BOY,MEANSCORE,A,2009,520
DEU,PISAMATH,BOY,MEANSCORE,A,2012,520.19
DEU,PISAMATH,BOY,MEANSCORE,A,2015,514
DEU,PISAMATH,GIRL,MEANSCORE,A,2003,499
DEU,PISAMATH,GIRL,MEANSCORE,A,2006,494
DEU,PISAMATH,GIRL,MEANSCORE,A,2009,505
DEU,PISAMATH,GIRL,MEANSCORE,A,2012,506.625
DEU,PISAMATH,GIRL,MEANSCORE,A,2015,498
GRC,PISAMATH,BOY,MEANSCORE,A,2003,455
GRC,PISAMATH,BOY,MEANSCORE,A,2006,462
GRC,PISAMATH,BOY,MEANSCORE,A,2009,473
GRC,PISAMATH,BOY,MEANSCORE,A,2012,457.039
GRC,PISAMATH,BOY,MEANSCORE,A,2015,454
GRC,PISAMATH,GIRL,MEANSCORE,A,2003,436
GRC,PISAMATH,GIRL,MEANSCORE,A,2006,457
GRC,PISAMATH,GIRL,MEANSCORE,A,2009,459
GRC,PISAMATH,GIRL,MEANSCORE,A,2012,448.984
GRC,PISAMATH,GIRL,MEANSCORE,A,2015,454
HUN,PISAMATH,BOY,MEANSCORE,A,2003,494
HUN,PISAMATH,BOY,MEANSCORE,A,2006,496
HUN,PISAMATH,BOY,MEANSCORE,A,2009,496
HUN,PISAMATH,BOY,MEANSCORE,A,2012,481.749
HUN,PISAMATH,BOY,MEANSCORE,A,2015,481
HUN,PISAMATH,GIRL,MEANSCORE,A,2003,486
HUN,PISAMATH,GIRL,MEANSCORE,A,2006,486
HUN,PISAMATH,GIRL,MEANSCORE,A,2009,484
HUN,PISAMATH,GIRL,MEANSCORE,A,2012,472.664
HUN,PISAMATH,GIRL,MEANSCORE,A,2015,473
ISL,PISAMATH,BOY,MEANSCORE,A,2003,508
ISL,PISAMATH,BOY,MEANSCORE,A,2006,503
ISL,PISAMATH,BOY,MEANSCORE,A,2009,508
ISL,PISAMATH,BOY,MEANSCORE,A,2012,489.72
ISL,PISAMATH,BOY,MEANSCORE,A,2015,487
ISL,PISAMATH,GIRL,MEANSCORE,A,2003,523
ISL,PISAMATH,GIRL,MEANSCORE,A,2006,508
ISL,PISAMATH,GIRL,MEANSCORE,A,2009,505
ISL,PISAMATH,GIRL,MEANSCORE,A,2012,495.947
ISL,PISAMATH,GIRL,MEANSCORE,A,2015,489
IRL,PISAMATH,BOY,MEANSCORE,A,2003,510
IRL,PISAMATH,BOY,MEANSCORE,A,2006,507
IRL,PISAMATH,BOY,MEANSCORE,A,2009,491
IRL,PISAMATH,BOY,MEANSCORE,A,2012,509.035
IRL,PISAMATH,BOY,MEANSCORE,A,2015,512
IRL,PISAMATH,GIRL,MEANSCORE,A,2003,495
IRL,PISAMATH,GIRL,MEANSCORE,A,2006,496
IRL,PISAMATH,GIRL,MEANSCORE,A,2009,483
IRL,PISAMATH,GIRL,MEANSCORE,A,2012,493.705
IRL,PISAMATH,GIRL,MEANSCORE,A,2015,495
ITA,PISAMATH,BOY,MEANSCORE,A,2003,475
ITA,PISAMATH,BOY,MEANSCORE,A,2006,470
ITA,PISAMATH,BOY,MEANSCORE,A,2009,490
ITA,PISAMATH,BOY,MEANSCORE,A,2012,494.199
ITA,PISAMATH,BOY,MEANSCORE,A,2015,500
ITA,PISAMATH,GIRL,MEANSCORE,A,2003,457
ITA,PISAMATH,GIRL,MEANSCORE,A,2006,453
ITA,PISAMATH,GIRL,MEANSCORE,A,2009,475
ITA,PISAMATH,GIRL,MEANSCORE,A,2012,475.794
ITA,PISAMATH,GIRL,MEANSCORE,A,2015,480
JPN,PISAMATH,BOY,MEANSCORE,A,2003,539
JPN,PISAMATH,BOY,MEANSCORE,A,2006,533
JPN,PISAMATH,BOY,MEANSCORE,A,2009,534
JPN,PISAMATH,BOY,MEANSCORE,A,2012,544.884
JPN,PISAMATH,BOY,MEANSCORE,A,2015,539
JPN,PISAMATH,GIRL,MEANSCORE,A,2003,530
JPN,PISAMATH,GIRL,MEANSCORE,A,2006,513
JPN,PISAMATH,GIRL,MEANSCORE,A,2009,524
JPN,PISAMATH,GIRL,MEANSCORE,A,2012,527.011
JPN,PISAMATH,GIRL,MEANSCORE,A,2015,525
KOR,PISAMATH,BOY,MEANSCORE,A,2003,552
KOR,PISAMATH,BOY,MEANSCORE,A,2006,552
KOR,PISAMATH,BOY,MEANSCORE,A,2009,548
KOR,PISAMATH,BOY,MEANSCORE,A,2012,562.114
KOR,PISAMATH,BOY,MEANSCORE,A,2015,521
KOR,PISAMATH,GIRL,MEANSCORE,A,2003,528
KOR,PISAMATH,GIRL,MEANSCORE,A,2006,543
KOR,PISAMATH,GIRL,MEANSCORE,A,2009,544
KOR,PISAMATH,GIRL,MEANSCORE,A,2012,544.193
KOR,PISAMATH,GIRL,MEANSCORE,A,2015,528
LUX,PISAMATH,BOY,MEANSCORE,A,2003,502
LUX,PISAMATH,BOY,MEANSCORE,A,2006,498
LUX,PISAMATH,BOY,MEANSCORE,A,2009,499
LUX,PISAMATH,BOY,MEANSCORE,A,2012,502.193
LUX,PISAMATH,BOY,MEANSCORE,A,2015,491
LUX,PISAMATH,GIRL,MEANSCORE,A,2003,485
LUX,PISAMATH,GIRL,MEANSCORE,A,2006,482
LUX,PISAMATH,GIRL,MEANSCORE,A,2009,479
LUX,PISAMATH,GIRL,MEANSCORE,A,2012,477.117
LUX,PISAMATH,GIRL,MEANSCORE,A,2015,480
MEX,PISAMATH,BOY,MEANSCORE,A,2003,391
MEX,PISAMATH,BOY,MEANSCORE,A,2006,410
MEX,PISAMATH,BOY,MEANSCORE,A,2009,425
MEX,PISAMATH,BOY,MEANSCORE,A,2012,420.411
MEX,PISAMATH,BOY,MEANSCORE,A,2015,412
MEX,PISAMATH,GIRL,MEANSCORE,A,2003,380
MEX,PISAMATH,GIRL,MEANSCORE,A,2006,401
MEX,PISAMATH,GIRL,MEANSCORE,A,2009,412
MEX,PISAMATH,GIRL,MEANSCORE,A,2012,406.427
MEX,PISAMATH,GIRL,MEANSCORE,A,2015,404
NLD,PISAMATH,BOY,MEANSCORE,A,2003,540
NLD,PISAMATH,BOY,MEANSCORE,A,2006,537
NLD,PISAMATH,BOY,MEANSCORE,A,2009,534
NLD,PISAMATH,BOY,MEANSCORE,A,2012,527.967
NLD,PISAMATH,BOY,MEANSCORE,A,2015,513
NLD,PISAMATH,GIRL,MEANSCORE,A,2003,535
NLD,PISAMATH,GIRL,MEANSCORE,A,2006,524
NLD,PISAMATH,GIRL,MEANSCORE,A,2009,517
NLD,PISAMATH,GIRL,MEANSCORE,A,2012,517.738
NLD,PISAMATH,GIRL,MEANSCORE,A,2015,511
NZL,PISAMATH,BOY,MEANSCORE,A,2003,531
NZL,PISAMATH,BOY,MEANSCORE,A,2006,527
NZL,PISAMATH,BOY,MEANSCORE,A,2009,523
NZL,PISAMATH,BOY,MEANSCORE,A,2012,507.112
NZL,PISAMATH,BOY,MEANSCORE,A,2015,499
NZL,PISAMATH,GIRL,MEANSCORE,A,2003,516
NZL,PISAMATH,GIRL,MEANSCORE,A,2006,517
NZL,PISAMATH,GIRL,MEANSCORE,A,2009,515
NZL,PISAMATH,GIRL,MEANSCORE,A,2012,492.057
NZL,PISAMATH,GIRL,MEANSCORE,A,2015,491
NOR,PISAMATH,BOY,MEANSCORE,A,2003,498
NOR,PISAMATH,BOY,MEANSCORE,A,2006,493
NOR,PISAMATH,BOY,MEANSCORE,A,2009,500
NOR,PISAMATH,BOY,MEANSCORE,A,2012,490.399
NOR,PISAMATH,BOY,MEANSCORE,A,2015,501
NOR,PISAMATH,GIRL,MEANSCORE,A,2003,492
NOR,PISAMATH,GIRL,MEANSCORE,A,2006,487
NOR,PISAMATH,GIRL,MEANSCORE,A,2009,495
NOR,PISAMATH,GIRL,MEANSCORE,A,2012,488.293
NOR,PISAMATH,GIRL,MEANSCORE,A,2015,503
POL,PISAMATH,BOY,MEANSCORE,A,2003,493
POL,PISAMATH,BOY,MEANSCORE,A,2006,500
POL,PISAMATH,BOY,MEANSCORE,A,2009,497
POL,PISAMATH,BOY,MEANSCORE,A,2012,519.564
POL,PISAMATH,BOY,MEANSCORE,A,2015,510
POL,PISAMATH,GIRL,MEANSCORE,A,2003,487
POL,PISAMATH,GIRL,MEANSCORE,A,2006,491
POL,PISAMATH,GIRL,MEANSCORE,A,2009,493
POL,PISAMATH,GIRL,MEANSCORE,A,2012,515.533
POL,PISAMATH,GIRL,MEANSCORE,A,2015,499
PRT,PISAMATH,BOY,MEANSCORE,A,2003,472
PRT,PISAMATH,BOY,MEANSCORE,A,2006,474
PRT,PISAMATH,BOY,MEANSCORE,A,2009,493
PRT,PISAMATH,BOY,MEANSCORE,A,2012,492.703
PRT,PISAMATH,BOY,MEANSCORE,A,2015,497
PRT,PISAMATH,GIRL,MEANSCORE,A,2003,460
PRT,PISAMATH,GIRL,MEANSCORE,A,2006,459
PRT,PISAMATH,GIRL,MEANSCORE,A,2009,481
PRT,PISAMATH,GIRL,MEANSCORE,A,2012,481.296
PRT,PISAMATH,GIRL,MEANSCORE,A,2015,487
SVK,PISAMATH,BOY,MEANSCORE,A,2003,507
SVK,PISAMATH,BOY,MEANSCORE,A,2006,499
SVK,PISAMATH,BOY,MEANSCORE,A,2009,498
SVK,PISAMATH,BOY,MEANSCORE,A,2012,486.134
SVK,PISAMATH,BOY,MEANSCORE,A,2015,478
SVK,PISAMATH,GIRL,MEANSCORE,A,2003,489
SVK,PISAMATH,GIRL,MEANSCORE,A,2006,485
SVK,PISAMATH,GIRL,MEANSCORE,A,2009,495
SVK,PISAMATH,GIRL,MEANSCORE,A,2012,476.712
SVK,PISAMATH,GIRL,MEANSCORE,A,2015,472
ESP,PISAMATH,BOY,MEANSCORE,A,2003,490
ESP,PISAMATH,BOY,MEANSCORE,A,2006,484
ESP,PISAMATH,BOY,MEANSCORE,A,2009,493
ESP,PISAMATH,BOY,MEANSCORE,A,2012,492.422
ESP,PISAMATH,BOY,MEANSCORE,A,2015,494
ESP,PISAMATH,GIRL,MEANSCORE,A,2003,481
ESP,PISAMATH,GIRL,MEANSCORE,A,2006,476
ESP,PISAMATH,GIRL,MEANSCORE,A,2009,474
ESP,PISAMATH,GIRL,MEANSCORE,A,2012,475.965
ESP,PISAMATH,GIRL,MEANSCORE,A,2015,478
